DATA_END_YY,DATA_START_YY,DTACYCLE_CD,DTACYCLE_NM,OPEN_STATE,RPSTUI_NM,STATBL_CMMT,STATBL_ID,STATBL_IDTFR,STATBL_NM,STAT_ID,TOP_ORG_NM,V_ORDER
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00096,,(월) 평균단위매매가격_연립/다세대,S234820263,한국부동산원,539082
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00097,,(월) 중위매매가격_연립/다세대,S234820263,한국부동산원,539083
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00098,,(월) 중위단위매매가격_연립/다세대,S234820263,한국부동산원,539084
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00099,,(월) 평균전세가격_연립/다세대,S234820263,한국부동산원,540085
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00100,,(월) 평균단위전세가격_연립/다세대,S234820263,한국부동산원,540086
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00101,,(월) 중위전세가격_연립/다세대,S234820263,한국부동산원,540087
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00102,,(월) 중위단위전세가격_연립/다세대,S234820263,한국부동산원,540088
2024,2015,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00103,,(월) 평균월세보증금_연립/다세대,S234820263,한국부동산원,541089
2024,2015,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00104,,(월) 평균월세가격_연립/다세대,S234820263,한국부동산원,541090
2024,2015,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00105,,(월) 중위월세보증금_연립/다세대,S234820263,한국부동산원,541091
2024,2015,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00106,,(월) 중위월세가격_연립/다세대,S234820263,한국부동산원,541092
2024,2012,MM,월,Y,,"<매매가격 대비 전세가격 이용시 유의사항>
- 평균 매매가격 대비 전세가격 : 각 표본별 전세가격/매매가격 값을 구한 뒤, 지역별로 평균 산출
- 중위 매매가격 대비 전세가격 : 각 표본별 전세가격/매매가격 값을 구한 뒤, 지역별로 중위값 산출

※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00107,,(월) 평균 매매가격 대비 전세가격_연립/다세대,S234820263,한국부동산원,542093
2024,2012,MM,월,Y,,"<매매가격 대비 전세가격 이용시 유의사항>
- 평균 매매가격 대비 전세가격 : 각 표본별 전세가격/매매가격 값을 구한 뒤, 지역별로 평균 산출
- 중위 매매가격 대비 전세가격 : 각 표본별 전세가격/매매가격 값을 구한 뒤, 지역별로 중위값 산출

※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00108,,(월) 중위 매매가격 대비 전세가격_연립/다세대,S234820263,한국부동산원,542094
2024,2015,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00109,,(월) 평균 전세가격 대비 보증금_연립/다세대,S234820263,한국부동산원,543095
2024,2015,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00110,,(월) 중위 전세가격 대비 보증금_연립/다세대,S234820263,한국부동산원,543096
2012,2002,"YY,HY,QY","매년,반기,분기",Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00682,,임대동향 투자수익률(분기/연간)(2002년~2012년)_오피스,S237220284,한국부동산원,544046
2012,2002,"YY,HY,QY","매년,반기,분기",Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00683,,임대동향 투자수익률(분기/연간)(2002년~2012년)_중대형 상가,S237220284,한국부동산원,544047
2024,2012,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00111,,(월) 매매수급동향_연립/다세대,S234820263,한국부동산원,544097
2024,2012,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00112,,(월) 전세수급동향_연립/다세대,S234820263,한국부동산원,544098
2024,2015,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00113,,(월) 월세수급동향_연립/다세대,S234820263,한국부동산원,544099
2024,2024,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",TT242303134253883,,임대동향 순영업소득(2024년~)_오피스,S237220284,한국부동산원,545048
2024,2024,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",T248383134665433,,임대동향 순영업소득(2024년~)_중대형 상가,S237220284,한국부동산원,545049
2024,2024,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",T248663134928155,,임대동향 순영업소득(2024년~)_소규모 상가,S237220284,한국부동산원,545050
2024,2024,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",T243693134953154,,임대동향 순영업소득(2024년~)_집합 상가,S237220284,한국부동산원,545051
2024,2022,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00438,,임대동향 순영업소득(2022년~)_오피스,S237220284,한국부동산원,546052
2024,2022,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00439,,임대동향 순영업소득(2022년~)_중대형 상가,S237220284,한국부동산원,546053
2024,2022,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00440,,임대동향 순영업소득(2022년~)_소규모 상가,S237220284,한국부동산원,546054
2024,2022,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00441,,임대동향 순영업소득(2022년~)_집합 상가,S237220284,한국부동산원,546055
2024,2003,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00114,,(월) 매매가격지수_단독주택,S234820263,한국부동산원,546100
2024,2012,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T248433131744317,,(월) 규모별 매매가격지수_단독주택,S234820263,한국부동산원,546101
2024,2012,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T244363131751191,,(월) 연령별 매매가격지수_단독주택,S234820263,한국부동산원,546102
2024,2003,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00117,,(월) 계절조정 매매가격지수_단독주택,S234820263,한국부동산원,546103
2021,2021,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00434,,임대동향 순영업소득(2021년)_오피스,S237220284,한국부동산원,547056
2021,2021,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00435,,임대동향 순영업소득(2021년)_중대형 상가,S237220284,한국부동산원,547057
2021,2021,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00436,,임대동향 순영업소득(2021년)_소규모 상가,S237220284,한국부동산원,547058
2021,2021,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00437,,임대동향 순영업소득(2021년)_집합 상가,S237220284,한국부동산원,547059
2024,2015,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00118,,(월) 전월세통합지수_단독주택,S234820263,한국부동산원,547104
2020,2020,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00430,,임대동향 순영업소득(2020년)_오피스,S237220284,한국부동산원,548060
2020,2020,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00431,,임대동향 순영업소득(2020년)_중대형 상가,S237220284,한국부동산원,548061
2020,2020,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00432,,임대동향 순영업소득(2020년)_소규모 상가,S237220284,한국부동산원,548062
2020,2020,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00433,,임대동향 순영업소득(2020년)_집합 상가,S237220284,한국부동산원,548063
2024,2003,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00119,,(월) 전세가격지수_단독주택,S234820263,한국부동산원,548105
2024,2012,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T244613131767485,,(월) 규모별 전세가격지수_단독주택,S234820263,한국부동산원,548106
2024,2012,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T249143131777728,,(월) 연령별 전세가격지수_단독주택,S234820263,한국부동산원,548107
2024,2003,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00122,,(월) 계절조정 전세가격지수_단독주택,S234820263,한국부동산원,548108
2019,2019,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00426,,임대동향 순영업소득(2019년)_오피스,S237220284,한국부동산원,549064
2019,2019,QY,분기,Y,,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",A_2024_00427,,임대동향 순영업소득(2019년)_중대형 상가,S237220284,한국부동산원,549065
